기관명,주소,과정명,회차,직종,훈련유형,개강일,종강일,훈련시간,모집인원,수강신청인원,수강확정인원,수료인원,평균 인원,전회차 인원,만족도_평균점수,만족도_응답자수,6개월후_취업률
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",멋쟁이사자처럼 블록체인 스쿨,5회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-11-20,2025-04-10,720,80,12,12,6개월이 안 지났거나 해당 정보 없음,17.5,23,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",멋쟁이사자처럼 프론트엔드 스쿨,11회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-04-22,2024-09-25,760,110,60,60,6개월이 안 지났거나 해당 정보 없음,60.0,40,86.3,48,6개월이 안 지났거나 해당 정보 없음
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",실전 Unity 게임 개발: 모바일 콘텐츠 제작 기술 과정,1회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-05-29,2024-11-22,920,60,57,57,6개월이 안 지났거나 해당 정보 없음,78.67,해당 정보 없음,62.3,47,6개월이 안 지났거나 해당 정보 없음
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",실전 Unity 게임 개발: 모바일 콘텐츠 제작 기술 과정,2회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-09-23,2025-03-21,920,60,59,59,6개월이 안 지났거나 해당 정보 없음,78.67,57,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",실전 Unity 게임 개발: 모바일 콘텐츠 제작 기술 과정,3회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-11-19,2025-05-16,920,120,120,120,6개월이 안 지났거나 해당 정보 없음,78.67,59,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
대한상공회의소,(04513) 서울특별시 중구 세종대로 39 17층 대한상공회의소 인력개발사업단,[마이크로소프트] Microsoft AI School,14회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-06-03,2024-10-31,956,37,27,27,6개월이 안 지났거나 해당 정보 없음,41.33,19,68.9,17,6개월이 안 지났거나 해당 정보 없음
대한상공회의소,(04513) 서울특별시 중구 세종대로 39 17층 대한상공회의소 인력개발사업단,[마이크로소프트] Microsoft AI School,15회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-06-03,2024-10-31,956,30,26,26,6개월이 안 지났거나 해당 정보 없음,41.33,27,72.9,20,6개월이 안 지났거나 해당 정보 없음
대한상공회의소,(04513) 서울특별시 중구 세종대로 39 17층 대한상공회의소 인력개발사업단,[마이크로소프트] Microsoft AI School,16회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-09-02,2025-02-27,956,60,51,51,6개월이 안 지났거나 해당 정보 없음,41.33,26,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
대한상공회의소,(04513) 서울특별시 중구 세종대로 39 17층 대한상공회의소 인력개발사업단,[마이크로소프트] Microsoft AI School,17회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-09-02,2025-02-27,956,60,43,43,6개월이 안 지났거나 해당 정보 없음,41.33,51,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
대한상공회의소,(04513) 서울특별시 중구 세종대로 39 17층 대한상공회의소 인력개발사업단,[마이크로소프트] Microsoft AI School,18회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-12-16,2025-06-13,956,67,58,58,6개월이 안 지났거나 해당 정보 없음,41.33,43,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
대한상공회의소,(04513) 서울특별시 중구 세종대로 39 17층 대한상공회의소 인력개발사업단,[마이크로소프트] Microsoft AI School,19회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-12-16,2025-06-13,956,52,43,43,6개월이 안 지났거나 해당 정보 없음,41.33,58,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",클라우드 커리어의 시작: AWS 기반 DevOps 엔지니어 교육,1회차,클라우드인프라스트럭쳐엔지니어링(20010215),K-디지털 트레이닝,2024-06-10,2024-11-07,800,60,30,30,6개월이 안 지났거나 해당 정보 없음,30.0,해당 정보 없음,65.6,22,6개월이 안 지났거나 해당 정보 없음
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",클라우드 커리어의 시작: AWS 기반 DevOps 엔지니어 교육,2회차,클라우드인프라스트럭쳐엔지니어링(20010215),K-디지털 트레이닝,2024-10-24,2025-03-25,800,60,30,30,6개월이 안 지났거나 해당 정보 없음,30.0,30,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
한국표준협회,(06160) 서울특별시 강남구 테헤란로69길 5 (삼성동) DT센터,[코오롱 베니트]하이브리드 클라우드 컨테이너 플랫폼 설계 및 구현 과정,1회차,IT시스템관리(20010301),K-디지털 트레이닝,2024-06-18,2024-12-30,1040,30,21,21,6개월이 안 지났거나 해당 정보 없음,24.67,해당 정보 없음,49.6,17,6개월이 안 지났거나 해당 정보 없음
한국표준협회,(06160) 서울특별시 강남구 테헤란로69길 5 (삼성동) DT센터,[코오롱 베니트]하이브리드 클라우드 컨테이너 플랫폼 설계 및 구현 과정,2회차,IT시스템관리(20010301),K-디지털 트레이닝,2024-08-06,2025-04-25,1040,30,27,27,6개월이 안 지났거나 해당 정보 없음,24.67,21,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
한국표준협회,(06160) 서울특별시 강남구 테헤란로69길 5 (삼성동) DT센터,[코오롱 베니트]하이브리드 클라우드 컨테이너 플랫폼 설계 및 구현 과정,3회차,IT시스템관리(20010301),K-디지털 트레이닝,2024-07-23,2025-04-10,1040,30,26,26,6개월이 안 지났거나 해당 정보 없음,24.67,27,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
하이미디어아카데미인재개발원,"(03163) 서울특별시 종로구 인사동길 12 7층, 15층",심화_클라우드활용 백엔드 마스터 실무프로젝트 부트캠프,1회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-06-25,2024-08-21,344,30,20,20,6개월이 안 지났거나 해당 정보 없음,20.0,해당 정보 없음,74.3,15,6개월이 안 지났거나 해당 정보 없음
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",멋쟁이사자처럼 프론트엔드 스쿨(심화),2회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-06-27,2024-08-28,343,60,31,31,6개월이 안 지났거나 해당 정보 없음,31.0,45,95.2,27,6개월이 안 지났거나 해당 정보 없음
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",멋쟁이사자처럼 프론트엔드 스쿨(심화),3회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-12-30,2025-03-17,343,60,31,31,6개월이 안 지났거나 해당 정보 없음,31.0,31,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
대한상공회의소,(04513) 서울특별시 중구 세종대로 39 17층 대한상공회의소 인력개발사업단,SAP Young Next Cloud Academy,26회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-07-01,2024-12-24,960,25,25,25,6개월이 안 지났거나 해당 정보 없음,25.0,25,89.6,22,6개월이 안 지났거나 해당 정보 없음
대한상공회의소,(04513) 서울특별시 중구 세종대로 39 17층 대한상공회의소 인력개발사업단,SAP Young Next Cloud Academy,27회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-07-01,2024-12-24,960,25,25,25,6개월이 안 지났거나 해당 정보 없음,25.0,25,75.5,21,6개월이 안 지났거나 해당 정보 없음
대한상공회의소,(04513) 서울특별시 중구 세종대로 39 17층 대한상공회의소 인력개발사업단,SAP Young Next Cloud Academy,28회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-07-01,2024-12-24,960,25,25,25,6개월이 안 지났거나 해당 정보 없음,25.0,25,86.4,22,6개월이 안 지났거나 해당 정보 없음
대한상공회의소,(04513) 서울특별시 중구 세종대로 39 17층 대한상공회의소 인력개발사업단,SAP Young Next Cloud Academy,29회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-07-01,2024-12-24,960,25,25,25,6개월이 안 지났거나 해당 정보 없음,25.0,25,92.3,24,6개월이 안 지났거나 해당 정보 없음
대한상공회의소,(04513) 서울특별시 중구 세종대로 39 17층 대한상공회의소 인력개발사업단,SAP Young Next Cloud Academy,30회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-07-01,2024-12-24,960,25,25,25,6개월이 안 지났거나 해당 정보 없음,25.0,25,90.3,22,6개월이 안 지났거나 해당 정보 없음
대한상공회의소,(04513) 서울특별시 중구 세종대로 39 17층 대한상공회의소 인력개발사업단,SAP Young Next Cloud Academy,31회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-07-01,2024-12-24,960,25,25,25,6개월이 안 지났거나 해당 정보 없음,25.0,25,96,25,6개월이 안 지났거나 해당 정보 없음
대한상공회의소,(04513) 서울특별시 중구 세종대로 39 17층 대한상공회의소 인력개발사업단,SAP Young Next Cloud Academy,32회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-12-30,2025-06-25,960,25,25,25,6개월이 안 지났거나 해당 정보 없음,25.0,25,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
대한상공회의소,(04513) 서울특별시 중구 세종대로 39 17층 대한상공회의소 인력개발사업단,SAP Young Next Cloud Academy,33회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-12-30,2025-06-25,960,25,25,25,6개월이 안 지났거나 해당 정보 없음,25.0,25,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
대한상공회의소,(04513) 서울특별시 중구 세종대로 39 17층 대한상공회의소 인력개발사업단,SAP Young Next Cloud Academy,34회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-12-30,2025-06-25,960,25,25,25,6개월이 안 지났거나 해당 정보 없음,25.0,25,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
대한상공회의소,(04513) 서울특별시 중구 세종대로 39 17층 대한상공회의소 인력개발사업단,SAP Young Next Cloud Academy,35회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-12-30,2025-06-25,960,25,25,25,6개월이 안 지났거나 해당 정보 없음,25.0,25,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
대한상공회의소,(04513) 서울특별시 중구 세종대로 39 17층 대한상공회의소 인력개발사업단,SAP Young Next Cloud Academy,36회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-12-30,2025-06-25,960,25,25,25,6개월이 안 지났거나 해당 정보 없음,25.0,25,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
대한상공회의소,(04513) 서울특별시 중구 세종대로 39 17층 대한상공회의소 인력개발사업단,SAP Young Next Cloud Academy,37회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-12-30,2025-06-25,960,25,25,25,6개월이 안 지났거나 해당 정보 없음,25.0,25,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",AWS와 Azure 기반 하이브리드 멀티클라우드 DevOps,1회차,클라우드인프라스트럭쳐엔지니어링(20010215),K-디지털 트레이닝,2024-07-09,2025-01-06,960,30,27,27,6개월이 안 지났거나 해당 정보 없음,21.67,해당 정보 없음,79.6,21,6개월이 안 지났거나 해당 정보 없음
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",AWS와 Azure 기반 하이브리드 멀티클라우드 DevOps,2회차,클라우드인프라스트럭쳐엔지니어링(20010215),K-디지털 트레이닝,2024-10-15,2025-04-15,960,30,17,17,6개월이 안 지났거나 해당 정보 없음,21.67,27,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",AWS와 Azure 기반 하이브리드 멀티클라우드 DevOps,3회차,클라우드인프라스트럭쳐엔지니어링(20010215),K-디지털 트레이닝,2024-11-12,2025-05-14,960,30,21,21,6개월이 안 지났거나 해당 정보 없음,21.67,17,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",웹 서비스 프로젝트 기반 프론트엔드 엔지니어 부트캠프,1회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-07-24,2025-01-24,920,70,32,32,6개월이 안 지났거나 해당 정보 없음,32.0,해당 정보 없음,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
더조은컴퓨터아카데미 종로,(03189) 서울특별시 종로구 우정국로2길 21 (관철동 대왕빌딩) 9층,"프로젝트 기반 풀스택(프론트/백엔드) 개발자 취업캠프(리액트,자바,스프링부트)",1회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-07-29,2025-03-13,1206,20,9,9,6개월이 안 지났거나 해당 정보 없음,9.0,해당 정보 없음,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
대한상공회의소,(04513) 서울특별시 중구 세종대로 39 17층 대한상공회의소 인력개발사업단,[GSITM] 부트캠프,2회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-03-05,2024-07-02,640,30,24,24,20,15.83,14,68,21,35.0
대한상공회의소,(04513) 서울특별시 중구 세종대로 39 17층 대한상공회의소 인력개발사업단,[GSITM] 부트캠프,3회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-03-29,2024-07-25,640,30,27,27,6개월이 안 지났거나 해당 정보 없음,15.83,24,44.8,22,6개월이 안 지났거나 해당 정보 없음
대한상공회의소,(04513) 서울특별시 중구 세종대로 39 17층 대한상공회의소 인력개발사업단,[GSITM] 부트캠프,4회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-05-23,2024-09-13,640,30,25,25,6개월이 안 지났거나 해당 정보 없음,15.83,27,62.3,22,6개월이 안 지났거나 해당 정보 없음
대한상공회의소,(04513) 서울특별시 중구 세종대로 39 17층 대한상공회의소 인력개발사업단,[GSITM] 부트캠프,6회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-07-30,2024-11-26,640,24,0,0,6개월이 안 지났거나 해당 정보 없음,15.83,25,0,0,6개월이 안 지났거나 해당 정보 없음
대한상공회의소,(04513) 서울특별시 중구 세종대로 39 17층 대한상공회의소 인력개발사업단,[GSITM] 부트캠프,7회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-08-06,2024-12-03,640,30,19,19,6개월이 안 지났거나 해당 정보 없음,15.83,해당 정보 없음,89.3,16,6개월이 안 지났거나 해당 정보 없음
대한상공회의소,(04513) 서울특별시 중구 세종대로 39 17층 대한상공회의소 인력개발사업단,[GSITM] 부트캠프,8회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-12-16,2025-06-18,640,24,5,0,6개월이 안 지났거나 해당 정보 없음,15.83,19,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
케이지에듀원 아이티뱅크종로학원,(03138) 서울특별시 종로구 돈화문로 26 (묘동 단성사) 4층,[K-디지털] AI와 블록체인 기반 핀테크 서비스 개발자 양성,1회차,핀테크엔지니어링(20010210),K-디지털 트레이닝,2024-08-26,2025-03-07,1000,25,18,18,6개월이 안 지났거나 해당 정보 없음,18.0,해당 정보 없음,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",멋쟁이사자처럼 앱/안드로이드 스쿨,3회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-09-09,2025-03-06,920,80,26,25,6개월이 안 지났거나 해당 정보 없음,25.0,41,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
(주)솔데스크,"(03190) 서울특별시 종로구 종로12길 15 (관철동 종로코아) 5층, 8층, 9층, 10층",자바/파이썬/챗GPT를 활용한 AI 개발자 양성과정,1회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-09-10,2025-03-24,960,30,20,20,6개월이 안 지났거나 해당 정보 없음,20.0,해당 정보 없음,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
하이미디어아카데미인재개발원,"(03163) 서울특별시 종로구 인사동길 12 7층, 15층","[프로젝트기반]자바 풀스택 개발자(React.js, Springboot, CI/CD 활용)",1회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-09-10,2025-03-14,960,30,18,18,6개월이 안 지났거나 해당 정보 없음,18.0,해당 정보 없음,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",기업 참여형 실무 중심 웹 프론트엔드 엔지니어 부트캠프,1회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-09-23,2025-03-26,920,70,34,34,6개월이 안 지났거나 해당 정보 없음,34.0,해당 정보 없음,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
엠비씨(MBC)아카데미 컴퓨터교육센터 본점,(03164) 서울특별시 종로구 종로2가 종로 69(서울 YMCA) 3층 일부,클라우드를 활용한 자바(JAVA) 풀스택 개발자 양성,1회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-09-30,2025-04-09,1024,30,8,8,6개월이 안 지났거나 해당 정보 없음,8.0,해당 정보 없음,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
중앙HTA IT교육원,(03134) 서울특별시 종로구 율곡로10길 105 (봉익동 디아망 쥬얼리) 4층,e-commerce 기업 연계형 풀스택 자바(Java) 웹 솔루션 개발 과정,1회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-11-25,2025-06-23,1080,20,8,8,6개월이 안 지났거나 해당 정보 없음,8.0,해당 정보 없음,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
엠비씨(MBC)아카데미 컴퓨터국비지원교육센터,(08754) 서울특별시 관악구 신림동 남부순환로 1633 7~8층,클라우드(PaaS)를 활용한 지능형교통정보시스템 UI구현 전문가 양성,1회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-11-25,2025-06-18,1100,25,16,16,6개월이 안 지났거나 해당 정보 없음,16.0,해당 정보 없음,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",참여기업 프로젝트 기반 백엔드 개발자 양성과정,1회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-11-29,2025-06-04,960,60,35,35,6개월이 안 지났거나 해당 정보 없음,35.0,해당 정보 없음,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",멋쟁이사자처럼 백엔드/JAVA 스쿨(심화),2회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-11-29,2025-02-14,343,60,24,24,6개월이 안 지났거나 해당 정보 없음,26.0,21,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",멋쟁이사자처럼 백엔드/JAVA 스쿨(심화),3회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-12-30,2025-03-17,343,60,28,28,6개월이 안 지났거나 해당 정보 없음,26.0,24,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",멋쟁이사자처럼 스타트업 스쿨,11회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-03-08,2024-06-14,455,55,24,24,12,26.33,28,88.4,16,50.0
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",멋쟁이사자처럼 스타트업 스쿨,12회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-07-05,2024-10-15,455,55,33,33,6개월이 안 지났거나 해당 정보 없음,26.33,24,91.6,29,6개월이 안 지났거나 해당 정보 없음
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",멋쟁이사자처럼 스타트업 스쿨,13회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-12-13,2025-03-25,455,55,22,22,6개월이 안 지났거나 해당 정보 없음,26.33,33,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",재직자_UX/UI 딥다이브 : 애자일 방식을 활용한 디자인 심화과정,1회차,UI/UX엔지니어링(20010207),K-디지털 트레이닝,2024-12-17,2025-03-14,66,30,10,10,6개월이 안 지났거나 해당 정보 없음,10.0,해당 정보 없음,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
주식회사멋쟁이사자처럼,"(03155) 서울특별시 종로구 종로3길 17 (청진동 D타워) 16, 17층",재직자_실무 프로젝트 기반 MS Azure클라우드 엔지니어링 과정,1회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-12-23,2025-03-13,60,30,18,18,6개월이 안 지났거나 해당 정보 없음,18.0,해당 정보 없음,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
그린컴퓨터아트학원,"(03192) 서울특별시 종로구 수표로 96 (관수동 국일관드림펠리스) 2층, 5층 일부 그린컴퓨터아트학원",『프로젝트기반』프론트엔드 개발자 양성(Figma/React/Next.js/PHP/Mysql/chatGPT),1회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-12-27,2025-07-02,1000,20,11,11,6개월이 안 지났거나 해당 정보 없음,11.0,해당 정보 없음,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
케이지에듀원 아이티뱅크종로학원,(03138) 서울특별시 종로구 돈화문로 26 (묘동 단성사) 4층,(KDT) 하이브리드 클라우드 자동화 서비스 설계 및 구현과정,1회차,IT시스템관리(20010301),K-디지털 트레이닝,2024-12-30,2025-07-22,1064,25,20,20,6개월이 안 지났거나 해당 정보 없음,20.0,해당 정보 없음,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
엠비씨(MBC)아카데미 컴퓨터교육센터 본점,(03164) 서울특별시 종로구 종로2가 종로 69(서울 YMCA) 3층 일부,JAVA와 Python을 활용한 RPA & LowCode 웹기반 빅데이터분석 전문가 양성,3회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-03-18,2024-09-19,1000,30,23,23,6개월이 안 지났거나 해당 정보 없음,18.5,14,78,13,6개월이 안 지났거나 해당 정보 없음
엠비씨(MBC)아카데미 컴퓨터교육센터 본점,(03164) 서울특별시 종로구 종로2가 종로 69(서울 YMCA) 3층 일부,JAVA와 Python을 활용한 RPA & LowCode 웹기반 빅데이터분석 전문가 양성,4회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-12-31,2025-07-04,1000,20,14,14,6개월이 안 지났거나 해당 정보 없음,18.5,23,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
이젠아카데미DX교육센터,"(06612) 서울특별시 서초구 서초동 서초대로77길 41(대동Ⅱ) 대동빌딩 5층, 9층, 10층","클라우드기반 백엔드 풀스택 웹서비스 개발(AWS, 큐레이팅)",3회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-12-31,2025-06-10,860,30,18,17,6개월이 안 지났거나 해당 정보 없음,17.0,12,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
엠비씨(MBC)아카데미 컴퓨터교육센터 본점,(03164) 서울특별시 종로구 종로2가 종로 69(서울 YMCA) 3층 일부,챗GPT 생성형 AI를 활용한 반응형 웹콘텐츠(영상제작&코딩) 개발기획자 양성,1회차,UI/UX엔지니어링(20010207),K-디지털 트레이닝,2024-12-31,2025-07-10,960,30,26,26,6개월이 안 지났거나 해당 정보 없음,26.0,해당 정보 없음,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
더조은컴퓨터아카데미 종로,(03189) 서울특별시 종로구 우정국로2길 21 (관철동 대왕빌딩) 9층,빅데이터분석(ElasticStack)활용&자바웹개발자,1회차,빅데이터분석(20010105),K-디지털 트레이닝,2024-12-31,2025-07-22,1090,25,10,10,6개월이 안 지났거나 해당 정보 없음,10.0,해당 정보 없음,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
이젠아카데미DX교육센터,"(06612) 서울특별시 서초구 서초동 서초대로77길 41(대동Ⅱ) 대동빌딩 5층, 9층, 10층",UXUI 디자인 프론트엔드 부트캠프,1회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-12-19,2025-06-23,960,25,20,20,6개월이 안 지났거나 해당 정보 없음,18.0,해당 정보 없음,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
이젠아카데미DX교육센터,"(06612) 서울특별시 서초구 서초동 서초대로77길 41(대동Ⅱ) 대동빌딩 5층, 9층, 10층",UXUI 디자인 프론트엔드 부트캠프,2회차,응용SW엔지니어링(20010202),K-디지털 트레이닝,2024-12-31,2025-07-01,960,25,16,16,6개월이 안 지났거나 해당 정보 없음,18.0,20,해당 정보 없음,해당 정보 없음,6개월이 안 지났거나 해당 정보 없음
